firm	ano	worker	rem	horas	exp	idade	edu	sex
30003	2005	671133	1.16	44	56	25	17	M
30003	2005	894284	1.08	44	35	20	16	M
30003	2006	637189	1	44	12	21	16	M
30003	2006	671133	1.15	44	68	26	16	M
30003	2006	894284	1.11	44	36	21	16	M
30003	2007	637189	1.04	44	24	22	16	M
30003	2007	775761	1.23	44	64	37	18	F
30003	2008	637188	1	44	10	19	16	F
30003	2008	637189	1.05	44	36	23	16	F
30003	2008	637190	1.1	44	12	17	16	F
30003	2009	637188	1	44	22	20	15	M
30003	2009	637188	1	44	22	20	15	M
30003	2009	637189	1.03	44	48	24	16	M
30003	2009	637189	1.03	44	48	24	16	M
30003	2009	637190	1.01	44	20	18	16	M
30003	2009	637190	1.01	44	20	18	16	M
30003	2010	637188	1.01	44	34	21	15	M
30003	2010	637189	1.08	44	55	25	16	M
30003	2010	54974644	1.03	44	4	24	17	M
292324	2005	5537843	2.3900001	44	66	25	17	F
292324	2005	5537844	2.0799999	44	59	31	18	F
292324	2005	66516897	8.6300001	44	51	53	15	F
292324	2005	75671987	1.5599999	44	112.8	35	16	F
292324	2006	5537843	4.8800001	44	78	26	17	F
292324	2006	5537844	1.84	44	71	32	18	F
292324	2006	5537846	1.3200001	44	2	39	13	F
292324	2006	6455858	1.58	44	29	20	17	F
292324	2006	56048550	1.27	44	7	20	15	M
292324	2006	66516897	12.66	44	63	54	15	F
292324	2006	75671987	1.33	44	121.8	36	16	F
292324	2006	77033642	2.8499999	44	94	33	13	M
292324	2006	102954407	7.4200001	44	46.5	31	17	F
292324	2007	5537843	6.1500001	44	82	27	17	F
292324	2007	5537843	2.8199999	44	82	27	17	F
292324	2007	5537844	3.0899999	44	83	33	18	F
292324	2007	5537846	1.39	44	14	40	13	F
292324	2007	6253230	1.3	44	3	34	17	F
292324	2007	6596777	1.26	44	71	40	16	F
292324	2007	66516897	15.77	44	73	55	15	F
292324	2007	77033642	2.8499999	44	97	34	13	M
292324	2007	102954407	7.1300001	44	58.5	32	17	F
292324	2008	5537843	2.8	44	94	28	17	F
292324	2008	5537844	3.4300001	44	95	34	19	F
292324	2008	5537846	1.72	44	26	41	16	F
292324	2008	5537847	1.23	44	9	21	15	M
292324	2008	5537848	1.1900001	44	9	35	13	F
292324	2008	6596777	1.24	44	75	41	16	F
292324	2008	102954407	7.0999999	44	63.5	33	17	F
292324	2009	5537843	2.46	44	106	29	17	F
292324	2009	5537844	3.3499999	44	107	35	19	F
292324	2009	5537845	1.13	44	20	29	15	F
292324	2009	5537846	2.99	44	38	42	15	F
292324	2009	5537847	1.16	44	21	22	15	M
292324	2009	5537848	1.11	44	21	36	13	F
292324	2010	5537844	3.3099999	44	119	36	19	F
292324	2010	5537846	2.5999999	44	50	43	15	F
292324	2010	5537847	1.17	44	33	23	15	M
292324	2010	5537848	1.1	44	33	37	13	F
292327	2005	5537970	1.14	44	24	55	16	M
292327	2005	5537971	1.23	44	139	49	12	M
292327	2005	5537972	1.23	44	47	45	15	M
292327	2005	5537973	3.02	44	28	42	17	M
292327	2005	5537974	1.27	44	139	41	13	M
292327	2005	5537975	1.23	44	138	35	12	M
292327	2005	6355964	1.23	44	101	40	16	M
292327	2006	5537970	1.12	44	36	56	16	M
292327	2006	5537971	1.14	44	151	50	12	M
292327	2006	5537972	1.14	44	59	46	15	M
292327	2006	5537973	2.7	44	40	43	17	M
292327	2006	5537974	1.14	44	151	42	13	M
292327	2006	5537975	1.11	44	150	36	12	M
292327	2006	6355964	1.14	44	113	41	16	M
292327	2007	5537970	1.1	44	48	57	16	M
292327	2007	5537971	1.08	44	163	51	12	M
292327	2007	5537972	1.1	44	71	47	15	M
292327	2007	5537973	2.54	44	52	44	17	M
292327	2007	5537974	1.0599999	44	163	43	13	M
292327	2007	5537975	1.1	44	162	37	12	M
292327	2007	6355964	1.1	44	120	42	16	M
292327	2008	5537970	1.09	44	60	58	16	M
292327	2008	5537971	1.0599999	44	175	52	12	M
292327	2008	5537972	1.1	44	83	48	15	M
292327	2008	5537973	2.4400001	44	64	45	17	M
292327	2008	5537974	1.14	44	175	44	13	M
292327	2008	5537975	1.14	44	174	38	12	M
292327	2008	5537977	1.12	44	8	22	16	M
292327	2008	5537980	1.12	44	11	26	16	M
292327	2008	6489430	1.03	44	67	39	16	M
292327	2009	5537970	1.1	44	72	59	16	M
292327	2009	5537971	1.13	44	187	53	12	M
292327	2009	5537972	1.1	44	95	49	15	M
292327	2009	5537973	2.3099999	44	76	46	17	M
292327	2009	5537974	1.04	44	187	45	13	M
292327	2009	5537975	1.09	44	186	39	12	M
292327	2009	5537976	0	44	51	33	16	M
292327	2009	5537977	1.13	44	20	23	16	M
292327	2009	5537978	1.09	44	11	26	16	M
292327	2009	5537979	1.12	44	12	20	17	M
292327	2009	5537980	1.1	44	23	27	16	M
292327	2010	5537970	1.09	44	84	60	16	M
292327	2010	5537971	1.09	44	199	54	12	M
292327	2010	5537972	1.09	44	107	50	15	M
292327	2010	5537973	2.24	44	88	47	17	M
292327	2010	5537974	1.11	44	199	46	13	M
292327	2010	5537975	1.12	44	198	40	12	M
292327	2010	5537977	1.17	44	32	24	16	M
292327	2010	5537978	1.11	44	23	27	16	M
292327	2010	5537979	1.16	44	24	21	17	M
292327	2010	5537980	1.1	44	35	28	16	M
292327	2010	109123471	2.29	44	4	37	17	M
292334	2005	5538427	1.64	44	126	51	15	M
292334	2006	5538427	1.45	44	138	52	15	M
292334	2007	5538427	1.51	44	150	53	15	M
292334	2008	5538427	1.55	44	162	54	15	M
292334	2009	5538427	1.52	44	174	55	15	M
292334	2010	5538427	1.33	44	186	56	15	M
292345	2005	5540175	1.46	44	111.8	46	17	F
292345	2005	5540176	3.0699999	44	115.8	37	17	M
292345	2005	5540177	4.0599999	44	107.5	30	14	M
292345	2005	5540178	3.0999999	44	105	39	18	F
292345	2005	5540179	1.47	44	97.800003	40	14	F
292345	2005	5540180	1.45	44	81.900002	28	16	F
292345	2005	5540181	1.34	44	32	45	15	F
292345	2005	5540183	1.45	44	77.5	44	14	F
292345	2005	5540184	1.63	44	58	27	15	M
292345	2005	5540188	1.09	44	10	16	16	M
292345	2005	6313315	3.1099999	44	8	20	17	F
292345	2005	6317479	1.27	44	109.7	29	17	F
292345	2005	6395180	1.49	44	41	28	14	F
292345	2005	6702189	1.86	44	84	36	14	M
292345	2005	56077354	1.45	44	55	49	15	F
292345	2005	100205387	1.5599999	44	9	18	18	M
292345	2007	5540175	1.5700001	44	123.8	48	17	F
292345	2007	5540176	2.7	44	127.8	39	17	M
292345	2007	5540177	2.6900001	44	119.5	32	17	M
292345	2007	5540178	2.7	44	117	41	18	F
292345	2007	5540179	1.5599999	44	109.8	42	14	F
292345	2007	5540180	1.63	44	93.900002	30	17	F
292345	2007	5540181	1.33	44	44	47	15	F
292345	2007	5540183	1.6	44	89.5	46	14	F
292345	2007	5540184	1.67	44	70	29	15	M
292345	2007	5540186	1.58	44	46	26	15	M
292345	2007	5540187	1.46	44	12	33	15	F
292345	2007	5540188	1.05	44	22	18	16	M
292345	2007	6321234	1.5	44	20	24	17	M
292345	2007	6395180	1.45	44	53	30	14	F
292345	2007	56077354	1.36	44	67	51	15	F
292345	2007	72954595	1.37	44	42.299999	47	14	F
292345	2007	86972298	1.41	44	10	19	15	F
292345	2007	100205387	1.5599999	44	21	20	18	M
292345	2008	5540175	1.63	44	135.8	49	17	F
292345	2008	5540176	1.83	44	139.8	40	16	M
292345	2008	5540177	1.83	44	131.5	33	17	M
292345	2008	5540178	1.83	44	129	42	16	F
292345	2008	5540179	1.61	44	121.8	43	17	F
292345	2008	5540180	1.5	44	105.9	31	17	F
292345	2008	5540181	1.08	44	56	48	17	F
292345	2008	5540183	1.08	44	101.5	47	17	F
292345	2008	5540184	1.49	44	82	30	17	M
292345	2008	5540186	1.64	44	58	27	17	M
292345	2008	5540187	1.52	44	24	34	17	F
292345	2008	5540188	1.01	44	34	19	17	M
292345	2008	100205387	1.08	44	33	21	16	M
292345	2009	5540175	1.11	44	147.8	50	16	F
292345	2009	5540176	2.3499999	44	151.8	41	16	M
292345	2009	5540177	2.71	44	143.5	34	17	M
292345	2009	5540178	2.47	44	141	43	16	F
292345	2009	5540179	1.11	44	133.8	44	16	F
292345	2009	5540180	1.54	44	117.9	32	17	
292345	2009	5540181	1.12	44	68	49	19	F
292345	2009	5540182	1.25	44	10	23	17	M
292345	2009	5540183	1.08	44	113.5	48	16	F
292345	2009	5540184	1.22	44	94	31	17	M
292345	2009	5540185	1.1	44	15	34	17	F
292345	2009	5540186	1.45	44	70	28	17	M
292345	2009	5540187	1.12	44	36	35	16	F
292345	2009	5540188	1.08	44	46	20	17	M
292345	2009	100205387	1.35	44	45	22	16	M
292345	2010	5540175	1.08	44	159.8	51	16	F
292345	2010	5540176	2.3299999	44	163.8	42	16	M
292345	2010	5540177	2.3299999	44	155.5	35	17	M
292345	2010	5540178	2.71	44	153	44	16	F
292345	2010	5540179	1.17	44	145.8	45	16	F
292345	2010	5540180	2.02	44	129.89999	33	17	
292345	2010	5540181	1.08	44	80	50	16	F
292345	2010	5540182	1.14	44	11.3	24	17	M
292345	2010	5540183	1.12	44	125.5	49	16	F
292345	2010	5540184	1.14	44	106	32	17	M
292345	2010	5540186	1.35	44	82	29	17	M
292345	2010	5540187	1.09	44	48	36	16	F
292345	2010	5540188	1.02	44	50	21	17	M
292345	2010	6419036	1.05	44	76	32	16	F
292345	2010	48109790	1.08	44	16.5	35	16	F
292345	2010	100205387	1.46	44	57	23	16	M
292346	2005	6160006	1.4299999	44	48	39	17	M
292346	2005	6351223	2.1700001	44	116	54	15	M
292346	2005	6351224	3.4300001	44	144	35	15	F
292346	2005	6351225	2.54	44	64	52	17	M
292346	2005	6351226	2.0999999	44	43	27	13	M
292346	2005	6430900	1.42	44	37	23	15	M
292346	2005	6479688	1.4299999	44	48	32	15	M
292346	2005	6497077	1.38	44	22	24	15	M
292346	2005	6609713	1.4299999	44	10	27	15	M
292346	2005	6636645	1.4299999	44	86	34	15	M
292346	2005	55966004	2.2	44	75	45	17	M
292346	2005	63585169	2.2	44	86	59	15	M
292346	2005	77047093	2.2	44	8	50	17	M
292346	2005	100205890	3.26	44	44.400002	28	17	M
292346	2006	6351224	3.3199999	44	151	36	15	F
292346	2006	6351226	1.96	44	50	28	13	M
292346	2006	6430900	1.26	44	49	24	15	M
292346	2007	5540189	5.5100002	44	127.9	43	17	M
292346	2008	5540189	5.4699998	44	139.89999	44	17	M
292346	2009	5540189	5.04	44	151.89999	45	17	M
292346	2010	5540189	5.2600002	44	163.89999	46	17	M
292348	2005	5540226	.95999998	44	32	51	15	F
292348	2005	6414525	1.41	44	60	27	15	M
292348	2005	109023927	1.23	44	11	43	15	F
292348	2005	109644151	.94	44	1	19	15	M
292348	2006	5540226	1.11	44	44	52	15	F
292348	2006	5540227	1.0700001	44	28	26	16	M
292348	2006	5540230	1.0700001	44	10	52	15	F
292348	2006	6414525	1.46	44	64	28	15	M
292348	2006	48255991	1.08	44	32	26	14	F
292348	2006	109023927	1.1799999	44	18	44	15	F
292348	2007	5540226	0	44	56	53	15	F
292348	2007	5540227	1.17	44	40	27	16	M
292348	2007	5540228	1.21	44	8	17	16	F
292348	2007	5540229	1.21	44	8	63	13	F
292348	2007	5540230	1.17	44	22	53	15	F
292348	2007	6040645	1.21	44	47.099998	27	15	F
292348	2007	48162459	1.21	44	98	33	15	M
292348	2008	5540227	1.21	44	52	28	16	M
292348	2008	5540228	1.1799999	44	20	18	16	F
292348	2008	5540229	1.2	44	20	64	13	F
292348	2008	5540230	1.21	44	34	54	15	F
292348	2008	48162459	6.4099998	44	102	34	15	M
292348	2009	5540226	0	44	68	55	15	F
292348	2009	5540227	1.15	44	64	29	16	M
292348	2009	5540228	1.09	44	32	19	16	F
292348	2009	5540229	2.48	44	25	65	13	F
292348	2009	5540230	1.15	44	46	55	15	F
292348	2010	5540226	0	44	80	56	15	F
292348	2010	5540227	1.13	44	70	30	16	M
292348	2010	5540230	1.08	44	58	56	15	F
292349	2005	5540232	5.1599998	44	144	55	16	M
292349	2005	5540243	2.04	44	102	34	15	F
292349	2005	5540245	2.0899999	44	92	32	15	M
292349	2005	5540250	2.1300001	44	54	29	17	M
292349	2005	5540257	2.01	44	11	22	17	M
292349	2005	5585607	2.03	44	4	20	17	M
292349	2005	5989163	2.1300001	44	75	29	15	M
292349	2005	6019671	2.24	44	60	24	17	M
292349	2005	6044561	2.23	44	27	22	17	F
292349	2005	6057582	2.0799999	44	4	21	17	M
292349	2005	6061501	1.96	44	4	23	17	F
292349	2005	6100562	1.98	44	10	21	16	M
292349	2005	6147661	2.3499999	44	49	23	15	M
292349	2005	6220381	2.24	44	85.400002	24	15	M
292349	2005	6245809	1.71	44	34	22	17	F
292349	2005	6311704	2.0799999	44	4	19	17	F
292349	2005	6351155	2.0799999	44	53	23	15	M
292349	2005	6367406	2.05	44	8	22	17	M
292349	2005	6412533	2.98	44	144	50	17	M
292349	2005	6420734	2.1099999	44	10	23	17	F
292349	2005	6730208	1.97	44	18	25	15	F
292349	2005	8006683	1.65	44	27	28	17	F
292349	2005	8958990	1.79	44	79	34	12	M
292349	2005	9403893	2.0999999	44	39	26	15	M
292349	2005	63679480	2.1700001	44	114	65	15	M
292349	2005	64026407	2.26	44	66	19	16	F
292349	2005	79606332	3.02	44	123	34	17	M
292349	2005	99049108	2.27	44	19	28	17	M
292349	2005	113905253	1.9400001	44	48	26	17	F
292349	2006	5540231	0	44	144	60	17	M
292349	2006	5540232	4.6999998	44	156	56	16	M
292349	2006	5540243	1.84	44	114	35	15	F
292349	2006	5540245	1.97	44	104	33	15	M
292349	2006	5540250	2.46	44	66	30	17	M
292349	2006	5540251	2.03	44	12	25	15	M
292349	2006	5540257	2.0699999	44	23	23	17	M
292349	2006	5540259	2.02	44	6.8000002	22	17	M
292349	2006	5585607	1.99	44	16	21	17	M
292349	2006	5989163	1.98	44	87	30	15	M
292349	2006	6004605	1.8200001	44	67.699997	35	16	M
292349	2006	6016808	1.6900001	44	33	26	15	M
292349	2006	6019671	1.98	44	72	25	17	M
292349	2006	6044561	2.02	44	39	23	17	F
292349	2006	6061501	1.86	44	16	24	17	F
292349	2006	6100562	1.62	44	18	22	16	M
292349	2006	6115860	1.98	44	81.599998	24	17	M
292349	2006	6214760	2.0799999	44	11	25	17	M
292349	2006	6245809	1.58	44	43	23	17	F
292349	2006	6311704	1.96	44	16	20	17	F
292349	2006	6342998	2.6700001	44	12.5	24	15	M
292349	2006	6351155	2.05	44	65	24	15	M
292349	2006	6412533	2.5799999	44	147	51	17	M
292349	2006	6553680	1.9400001	44	89	39	17	M
292349	2006	6730208	1.85	44	30	26	15	F
292349	2006	8958990	1.46	44	91	35	12	M
292349	2006	9403893	1.9299999	44	51	27	15	M
292349	2006	20209857	2.0999999	44	11	23	17	M
292349	2006	48115269	1.71	44	4	21	17	F
292349	2006	48177089	2	44	7	19	17	M
292349	2006	99049108	2.01	44	31	29	17	M
292349	2006	105999669	2.03	44	4	23	17	M
292349	2006	113905253	2.1700001	44	52	27	17	F
292349	2007	5540231	0	44	156	61	17	M
292349	2007	5540232	4.4099998	44	168	57	16	M
292349	2007	5540233	1.36	44	75.800003	51	14	M
292349	2007	5540237	1.8099999	44	119	35	15	M
292349	2007	5540243	1.79	44	126	36	15	F
292349	2007	5540245	1.89	44	116	34	15	M
292349	2007	5540246	1.8200001	44	75	27	15	M
292349	2007	5540250	2.5699999	44	78	31	17	M
292349	2007	5540251	1.89	44	24	26	15	M
292349	2007	5540257	1.92	44	35	24	17	M
292349	2007	5540259	1.9400001	44	18.799999	23	17	M
292349	2007	5540260	2.01	44	5	23	16	M
292349	2007	5585607	2	44	24	22	17	M
292349	2007	5989163	1.92	44	99	31	15	M
292349	2007	6044561	1.88	44	51	24	17	F
292349	2007	6061501	1.83	44	28	25	17	F
292349	2007	6115860	2.23	44	93.599998	25	17	M
292349	2007	6148670	1.88	44	23	29	17	M
292349	2007	6214760	2.3800001	44	23	26	17	M
292349	2007	6240516	1.92	44	31	23	17	M
292349	2007	6311704	1.95	44	28	21	17	F
292349	2007	6325856	1.78	44	64	30	17	M
292349	2007	6342998	2.3699999	44	24.5	25	15	M
292349	2007	6351155	2.27	44	66	25	15	M
292349	2007	6352246	1.86	44	63	29	15	M
292349	2007	6414818	1.77	44	16	24	17	M
292349	2007	6428398	1.7	44	28	22	17	M
292349	2007	6482916	1.7	44	50	26	17	F
292349	2007	6520017	1.73	44	11	26	15	M
292349	2007	6553680	1.89	44	96	40	17	M
292349	2007	6730208	1.76	44	42	27	15	F
292349	2007	6737915	1.78	44	10	21	17	F
292349	2007	8958990	1.45	44	99	36	12	M
292349	2007	9403893	1.8	44	55	28	15	M
292349	2007	20209857	1.97	44	23	24	17	M
292349	2007	48176589	2	44	3	20	17	M
292349	2007	48177089	1.01	44	8	20	17	M
292349	2007	85144788	2.02	44	22	27	17	M
292349	2007	99049108	1.83	44	42	30	17	M
292349	2007	104802914	1.9	44	17	26	17	M
292349	2008	3598508	1.65	44	9	29	17	M
292349	2008	5540231	0	44	168	62	17	M
292349	2008	5540232	4.29	44	180	58	16	M
292349	2008	5540233	1.35	44	87.800003	52	14	M
292349	2008	5540237	1.8200001	44	131	36	15	M
292349	2008	5540239	1.8	44	135	36	17	M
292349	2008	5540242	2	44	118	33	17	M
292349	2008	5540243	1.65	44	138	37	15	F
292349	2008	5540245	1.89	44	128	35	15	M
292349	2008	5540246	2.27	44	87	28	15	M
292349	2008	5540248	1.83	44	93.599998	33	17	M
292349	2008	5540250	2.4100001	44	90	32	17	M
292349	2008	5540251	1.85	44	36	27	15	M
292349	2008	5540255	1.78	44	6	24	17	M
292349	2008	5540257	1.88	44	47	25	17	M
292349	2008	5540259	1.8	44	30.799999	24	17	M
292349	2008	5540260	1.98	44	17	24	16	M
292349	2008	5540261	1.78	44	4	21	17	M
292349	2008	5540264	1.75	44	3	22	17	M
292349	2008	5540267	1.73	44	6	21	16	M
292349	2008	5540269	1.9299999	44	4	21	17	M
292349	2008	5588793	1.8099999	44	8	21	17	M
292349	2008	5989163	1.89	44	107	32	15	M
292349	2008	6061501	1.85	44	40	26	17	F
292349	2008	6084135	1.3200001	44	9	23	17	M
292349	2008	6093824	1.71	44	20	20	17	M
292349	2008	6147067	1.8099999	44	99	29	17	M
292349	2008	6311704	1.67	44	29	22	17	F
292349	2008	6352246	1.88	44	74.5	30	15	M
292349	2008	6414818	1.7	44	19	25	17	M
292349	2008	6461546	1.79	44	30.1	22	16	M
292349	2008	6482916	1.67	44	59	27	17	F
292349	2008	6512241	1.72	44	19	24	17	M
292349	2008	6547595	1.65	44	10.1	19	17	F
292349	2008	6599243	1.85	44	5	21	17	M
292349	2008	6690744	1.7	44	56	25	17	M
292349	2008	6730208	1.77	44	52	28	15	F
292349	2008	6737915	1.6900001	44	15	22	17	F
292349	2008	20209857	1.83	44	30	25	17	M
292349	2008	20261205	1.85	44	43	32	17	M
292349	2008	48114011	1.55	44	2	22	17	F
292349	2008	48176589	1.97	44	13	21	17	M
292349	2008	48241296	2.1199999	44	6	29	17	F
292349	2008	48852954	1.92	44	132.5	33	17	M
292349	2008	103375738	1.75	44	8	26	17	M
292349	2008	104802914	2.01	44	22	27	17	M
292349	2009	2561846	1.6799999	44	36.900002	21	16	M
292349	2009	5540231	0	44	180	63	17	M
292349	2009	5540232	4.0700002	44	192	59	16	M
292349	2009	5540233	1.34	44	99.800003	53	14	M
292349	2009	5540234	1.61	44	94	38	17	M
292349	2009	5540235	1.85	44	180	41	17	M
292349	2009	5540236	1.77	44	92	36	17	M
292349	2009	5540237	1.73	44	143	37	15	M
292349	2009	5540238	1.62	44	134	36	17	M
292349	2009	5540239	1.7	44	141	37	17	M
292349	2009	5540240	1.92	44	160	41	14	M
292349	2009	5540241	1.73	44	145.7	33	17	M
292349	2009	5540242	1.9400001	44	129	34	17	M
292349	2009	5540243	1.67	44	145	38	15	F
292349	2009	5540244	1.6	44	112.1	32	17	F
292349	2009	5540245	1.73	44	140	36	15	M
292349	2009	5540246	2.4100001	44	99	29	15	M
292349	2009	5540247	1.73	44	98	28	15	M
292349	2009	5540248	1.62	44	102.6	34	17	M
292349	2009	5540249	1.64	44	52	26	17	M
292349	2009	5540250	2.6700001	44	102	33	17	M
292349	2009	5540251	1.65	44	41	28	15	M
292349	2009	5540252	1.72	44	70	28	17	M
292349	2009	5540253	1.5599999	44	7	25	17	M
292349	2009	5540254	2.1500001	44	22	26	17	M
292349	2009	5540255	1.73	44	18	25	17	M
292349	2009	5540256	1.76	44	56	28	17	M
292349	2009	5540257	1.83	44	59	26	17	M
292349	2009	5540258	1.7	44	31	23	17	M
292349	2009	5540259	1.76	44	42.799999	25	17	M
292349	2009	5540260	2.0599999	44	29	25	16	M
292349	2009	5540261	1.71	44	10	22	17	M
292349	2009	5540262	1.89	44	12	24	17	M
292349	2009	5540263	1.88	44	24	22	17	M
292349	2009	5540264	1.72	44	15	23	17	M
292349	2009	5540265	1.2	44	3	27	17	M
292349	2009	5540266	1.61	44	2	21	17	M
292349	2009	5540266	1.61	44	2	21	17	M
292349	2009	5540267	1.61	44	14	22	16	M
292349	2009	5540268	1.77	44	10	23	16	M
292349	2009	5540269	1.22	44	10	22	17	M
292349	2009	5540270	1.84	44	17	20	17	M
292349	2009	5540271	1.65	44	52	28	17	M
292349	2009	5540272	1.65	44	11	20	16	M
292349	2009	5540273	1.76	44	26	25	17	M
292349	2009	5540274	1.7	44	18	23	15	M
292349	2010	2561846	1.6799999	44	47.900002	22	16	M
292349	2010	5128063	1.6	44	65.099998	31	17	M
292349	2010	5540231	0	44	192	64	17	M
292349	2010	5540232	4.0100002	44	204	60	16	M
292349	2010	5540233	1.28	44	111.8	54	12	M
292349	2010	5540237	1.75	44	155	38	15	M
292349	2010	5540240	1.95	44	172	42	14	M
292349	2010	5540241	1.67	44	152.7	34	17	M
292349	2010	5540244	1.62	44	124.1	33	17	F
292349	2010	5540245	1.75	44	152	37	13	M
292349	2010	5540246	2.4400001	44	111	30	15	M
292349	2010	5540249	1.66	44	64	27	17	M
292349	2010	5540256	1.87	44	66	29	17	M
292349	2010	5540257	1.83	44	71	27	17	M
292349	2010	5540259	1.78	44	52.799999	26	17	M
292349	2010	5540260	2.03	44	41	26	16	M
292349	2010	5540262	2.0999999	44	24	25	17	M
292349	2010	5540264	1.6900001	44	27	24	17	M
292349	2010	5540266	1.63	44	11	22	17	M
292349	2010	5540268	1.63	44	22	24	16	M
292349	2010	5540271	1.1	44	64	29	17	M
292349	2010	5540274	1.7	44	30	24	15	M
292349	2010	5619006	1.64	44	105	38	17	M
292349	2010	6033572	1.11	44	19	22	17	M
292349	2010	6139512	1.26	44	7	20	17	M
292349	2010	6257571	1.78	44	28	21	17	M
292349	2010	6279738	1.58	44	18	24	15	M
292349	2010	6297146	1.6	44	4	30	14	M
292349	2010	6367818	1.37	44	56	25	17	M
292349	2010	6444908	1.6	44	80	31	17	M
292349	2010	6632580	1.63	44	14	19	17	M
292349	2010	6633445	1.65	44	5	21	16	M
292349	2010	6666560	1.6799999	44	45	24	17	M
292349	2010	9246494	1.71	44	47	31	14	M
292349	2010	48109800	2.3399999	44	160	49	15	M
292349	2010	48109801	1.55	44	12	40	15	M
292349	2010	48109802	1.62	44	137	36	17	M
292349	2010	48109803	1.6	44	58.700001	41	17	M
292349	2010	48109804	1.51	44	15.9	23	17	M
292349	2010	48109805	1.75	44	4	22	16	M
292349	2010	48109806	1.53	44	14	23	17	M
292349	2010	48109807	1.72	44	2	21	15	M
292349	2010	48109808	1.39	44	13.9	19	17	M
292349	2010	48109809	1.75	44	2	21	17	M
292349	2010	105872112	1.6799999	44	48.299999	24	17	M
573309	2006	9974516	1	44	12	42	15	F
573309	2007	9974516	1	44	24	43	15	F
573309	2008	9974516	1	44	36	44	15	F
573309	2009	9974516	1	44	48	45	15	F
573310	2006	9974517	1.39	44	53	38	15	M
573310	2006	9974518	1.34	44	14	40	17	F
573310	2007	9974517	1.41	44	65	39	15	M
573310	2007	9974518	1.39	44	26	41	17	F
573310	2009	9974517	1.28	44	76	41	15	M
573310	2009	9974518	1.33	44	33	43	17	F
573310	2009	9974519	1.97	36	9	36	17	M
1570526	2009	23457261	1.1900001	44	80	30	15	M
1570526	2010	23457261	1.0700001	44	92	31	17	M
2148482	2009	31581830	1	44	8	64	15	F
2354620	2005	34060925	1.84	44	47	46	17	F
2354620	2006	34060925	1.64	44	59	47	17	F
2354620	2007	34060925	1.59	44	71	48	17	F
2354620	2008	34060925	1.47	44	83	49	17	F
2354620	2009	34060925	1.4	44	95	50	17	F
2354620	2010	34060925	1.36	44	107	51	17	F
2354621	2005	34060926	1.9	44	117	38	13	M
2354621	2006	34060926	1.8	44	129	39	12	M
2354621	2007	34060926	1.25	44	141	40	12	M
2354621	2009	34060926	1.63	44	153	42	12	M
2354622	2006	107311717	0	44	65	39	17	F
2354622	2008	114542741	1.28	44	8	19	18	M
2354622	2009	114542741	1.4400001	44	20	20	18	M
2354622	2010	47814778	1.67	44	118.5	46	17	F
2354622	2010	53842534	1.37	44	74	50	17	F
2354622	2010	102464874	1.78	44	55	25	17	F
2354622	2010	114542741	1.84	44	32	21	18	M
2354624	2005	23744440	6.5300002	40	22.700001	28	19	F
2354624	2005	34040943	5.2600002	40	4.5	32	19	F
2354624	2005	34060937	2.52	40	53.099998	30	15	F
2354624	2005	34060942	4.1799998	40	10.9	24	19	F
2354624	2005	34456841	8.4099998	40	98.099998	35	17	F
2354624	2005	35549223	3.98	40	112.1	48	17	M
2354624	2005	36265829	2.8599999	40	60.200001	24	17	F
2354624	2005	36402811	1.48	40	13.6	32	14	F
2354624	2005	38188839	5	40	54.400002	28	19	F
2354624	2005	38718591	4.4499998	40	63.099998	22	18	F
2354624	2005	43414331	3.6300001	40	37	28	19	F
2354624	2005	44399876	6.1199999	40	65	33	18	F
2354624	2005	54678726	1	20	13.2	22	16	F
2354624	2005	60929175	6.8400002	40	101.5	26	17	M
2354624	2005	61470962	21.450001	40	120.5	37	19	M
2354624	2005	72136455	6.9299998	40	72.599998	36	19	M
2354624	2005	72316601	12.57	40	13.6	36	17	M
2354624	2005	81622897	5.8800001	40	42.099998	23	18	M
2354624	2005	83798467	9.8999996	40	66	27	19	F
2354624	2005	85729013	5.5	40	32.200001	21	18	M
2354624	2005	86259978	6.1500001	40	26.700001	22	18	M
2354624	2005	102478127	18.75	40	74.599998	43	19	M
2354624	2005	112741986	3.5999999	44	14.7	23	19	M
2354624	2005	114315305	2.8599999	40	14	22	16	M
2354624	2006	34060936	5	40	125.1	34	19	F
2354624	2006	34060937	2.29	40	64	31	15	F
2354624	2006	34060942	4.6599998	40	21.799999	25	19	F
2354624	2006	34456841	7.9499998	40	106.3	36	17	F
2354624	2006	35155739	2.5699999	40	51.900002	26	18	F
2354624	2006	35549223	4.02	40	123	49	17	M
2354624	2006	36265829	3.03	40	71.5	25	17	F
2354624	2006	36402811	1.91	40	24.5	33	14	F
2354624	2006	36832688	5.2800002	40	66.699997	25	19	F
2354624	2006	38188839	5.0500002	40	65.900002	29	19	F
2354624	2006	38718591	4.3099999	40	74	23	18	F
2354624	2006	44399876	5.7399998	40	75.900002	34	18	F
2354624	2006	54678726	1.04	20	18.6	23	16	F
2354624	2006	61470962	21.41	40	124.2	38	19	M
2354624	2006	72316601	11.45	40	24.5	37	17	M
2354624	2006	81622897	6.3299999	40	53	24	18	M
2354624	2006	86259978	6.4899998	40	36.700001	23	18	M
2354624	2006	114315305	3.02	40	24.9	23	16	M
2354624	2007	34060936	5.4699998	40	136	35	19	F
2354624	2007	34060937	2.3900001	40	74.900002	32	15	F
