firm	ano	worker	rem	horas	exp	idade	edu	sex
2354640	2010	34061128	1.77	44	63.400002	35	15	M
2354640	2010	34061130	1.9400001	44	39	19	16	M
2354640	2010	34061131	1.6799999	44	60	26	17	F
2354640	2010	34592936	1.22	44	10	19	16	M
2354640	2010	34861689	1.2	44	14	21	15	M
2354640	2010	38304716	1.64	44	45.900002	32	15	M
2354640	2010	40464385	1.3200001	44	68	40	15	M
2354640	2010	44399943	1.9	44	19	43	15	M
2354640	2010	44612035	2.3299999	44	157.8	47	15	M
2354640	2010	45377059	1.09	44	5	53	16	F
2354640	2010	45879143	1.0599999	44	24	58	12	M
2354640	2010	45882447	1.95	44	53	26	16	M
2354640	2010	46850907	2.0599999	44	162	42	14	M
2354640	2010	53134965	1.33	44	65	56	15	M
2354640	2010	53134966	1.9400001	44	65	46	17	M
2354640	2010	53134967	1.09	44	12	18	16	M
2354640	2010	53842568	1.88	44	65	42	14	M
2354640	2010	53842569	1.16	44	5	17	16	M
2354640	2010	104390572	3.3299999	44	46	39	17	M
2354640	2010	107093889	1.67	44	21	29	18	F
2354640	2010	107857865	2.73	44	126	49	14	M
2354640	2010	112222267	1	44	4	17	16	M
2354640	2010	113082336	1.26	44	22	39	18	F
2354641	2005	34061132	1.9400001	44	111.4	36	17	F
2354641	2005	34061133	1.72	44	70.400002	52	13	M
2354641	2006	34061132	1.67	44	123.4	37	17	F
2354641	2006	34061133	1.5700001	44	82.400002	53	13	M
2354641	2007	34061132	1.52	44	135.39999	38	17	F
2354641	2007	34061133	1.42	44	94.400002	54	13	F
2354641	2008	34061132	1.48	44	147.39999	39	17	F
2354641	2008	34061133	1.39	44	106.4	55	13	M
2354641	2008	44563990	1.27	44	18.5	23	17	F
2354641	2009	34061132	1.35	44	159.39999	40	17	F
2354641	2009	34061133	1.27	44	118.4	56	13	M
2354641	2009	101657045	1.21	44	12	20	17	F
2354641	2010	34061132	1.24	44	171.39999	41	17	F
2354641	2010	34061133	1.27	44	130.39999	57	13	F
2354641	2010	101657045	2.98	44	20	21	17	F
2354643	2005	34061146	2.3599999	25	103.8	43	19	F
2354643	2005	34061147	2.3800001	25	144	49	17	F
2354643	2005	34061148	2.3699999	25	35.299999	42	19	F
2354643	2005	34061149	2.3199999	25	71.099998	31	19	F
2354643	2005	34061150	3.99	44	121.7	35	19	F
2354643	2005	34061151	1.49	25	39.799999	36	16	F
2354643	2005	34789332	1.63	37	46.099998	22	18	F
2354643	2005	34789332	1.75	37	46.099998	22	18	F
2354643	2005	40214235	2.3299999	25	89.800003	31	19	F
2354643	2005	44610559	2.3699999	25	88.199997	33	19	F
2354643	2005	45337883	2.4100001	25	69.300003	27	19	F
2354643	2005	46249029	2.1300001	37	81.900002	46	17	F
2354643	2005	82369526	1.39	40	71.599998	29	17	F
2354643	2005	110229879	1.49	44	65	52	15	F
2354643	2006	34061145	1.3	40	10	47	13	F
2354643	2006	34061146	2.0799999	25	110.7	44	19	F
2354643	2006	34061147	2.0799999	25	156	50	17	F
2354643	2006	34061148	2.0799999	25	42.099998	43	19	F
2354643	2006	34061150	3.6600001	44	133.7	36	19	F
2354643	2006	34061151	1.3099999	25	46.599998	37	16	F
2354643	2006	34061154	2.76	44	72.699997	30	17	F
2354643	2006	34061156	2.0699999	25	19.9	36	17	F
2354643	2006	40214235	2.0899999	25	96.599998	32	19	F
2354643	2006	44610559	1.85	20	99.599998	34	19	F
2354643	2006	53148646	1.2	44	2	42	17	F
2354643	2006	53366939	1.3200001	40	22	24	18	F
2354643	2006	53438282	1.41	42	10.5	25	17	F
2354643	2006	110229879	1.3200001	44	77	53	15	F
2354643	2007	34061145	1.1900001	40	20.9	48	13	F
2354643	2007	34061146	1.97	25	117.5	45	19	F
2354643	2007	34061147	1.97	25	162.8	51	17	F
2354643	2007	34061148	1.96	25	48.900002	44	19	F
2354643	2007	34061150	3.46	44	145.7	37	19	F
2354643	2007	34061151	1.1900001	25	53.400002	38	16	F
2354643	2007	34061152	1.21	40	40	29	12	F
2354643	2007	34061154	2.4200001	44	84.699997	31	17	F
2354643	2007	34061156	1.97	25	26.700001	37	17	F
2354643	2007	34061158	.81	25	2.8	20	18	F
2354643	2007	40214235	1.96	25	103.4	33	19	F
2354643	2007	44399950	1.86	44	62	24	16	M
2354643	2007	53366939	1.01	25	26.6	25	18	F
2354643	2007	53438282	1.1	42	13.4	26	17	F
2354643	2007	73006258	1.5	44	36	37	17	M
2354643	2007	110229879	1.04	44	84	54	15	F
2354643	2008	34061145	1.26	40	31.799999	49	13	F
2354643	2008	34061146	1.9	25	124.3	46	19	F
2354643	2008	34061147	1.9	25	169.60001	52	17	F
2354643	2008	34061148	1.89	25	55.700001	45	19	F
2354643	2008	34061149	1.15	25	80.400002	34	19	F
2354643	2008	34061150	2.98	25	152.5	38	19	F
2354643	2008	34061151	1.24	25	60.200001	39	16	F
2354643	2008	34061152	1.26	40	50.900002	30	12	F
2354643	2008	34061153	1.92	25	21.9	24	19	F
2354643	2008	34061154	2.5599999	44	96.699997	32	17	F
2354643	2008	34061156	1.9	25	33.5	38	17	F
2354643	2008	34061158	.93000001	25	9.6999998	21	18	F
2354643	2008	40214235	1.88	25	115	34	19	F
2354643	2008	43057413	.93000001	25	116.1	30	18	F
2354643	2008	44399948	1.14	25	98.800003	43	18	F
2354643	2008	44399950	1.6900001	44	74	25	16	M
2354643	2008	45069662	.81	25	10.8	23	18	F
2354643	2009	34061145	1.12	40	42.700001	50	13	F
2354643	2009	34061146	1.84	25	131.10001	47	19	F
2354643	2009	34061147	1.84	25	176.5	53	17	F
2354643	2009	34061148	1.84	25	62.5	46	19	F
2354643	2009	34061149	.95999998	25	87.199997	35	19	F
2354643	2009	34061150	1.84	25	159.39999	39	19	F
2354643	2009	34061151	1.12	25	67	40	16	F
2354643	2009	34061152	1.12	40	61.799999	31	12	F
2354643	2009	34061153	1.84	25	28.700001	25	19	F
2354643	2009	34061154	2.27	44	108.7	33	17	F
2354643	2009	34061155	1.4299999	44	95	31	17	M
2354643	2009	34061156	3.1400001	44	45.5	39	17	F
2354643	2009	34061157	1.35	40	45.700001	30	17	F
2354643	2009	34061158	1.6900001	25	16.5	22	18	F
2354643	2009	43057413	.63999999	25	127.3	31	18	F
2354643	2009	44399948	1.4299999	25	101.1	44	18	F
2354643	2009	44399949	1.11	44	3	43	13	M
2354643	2009	44399950	2.51	44	80	26	16	M
2354643	2010	34061145	1.1	40	53.599998	51	13	F
2354643	2010	34061146	1.79	25	137.89999	48	19	F
2354643	2010	34061147	1.78	25	183.3	54	17	F
2354643	2010	34061148	1.79	25	69.400002	47	19	F
2354643	2010	34061149	1.5599999	25	88.900002	36	19	F
2354643	2010	34061150	1.79	25	166.2	40	19	F
2354643	2010	34061151	1.11	25	73.900002	41	16	F
2354643	2010	34061152	1.11	40	72.699997	32	12	F
2354643	2010	34061153	1.72	25	37.700001	26	19	F
2354643	2010	34061154	2.3699999	44	120.7	34	17	F
2354643	2010	34061155	1.0700001	44	106	32	17	M
2354643	2010	34061156	3.1400001	44	57.5	40	17	F
2354643	2010	34061157	1.49	40	56.599998	31	17	F
2354643	2010	34061158	1.78	25	23.299999	23	18	F
2354643	2010	45038314	1.03	25	36.700001	27	19	F
2354643	2010	46326101	1.65	44	155.8	50	17	M
2354643	2010	53134968	.98000002	42	8.6000004	30	17	F
2354643	2010	53842570	2.02	35	94.800003	29	19	F
2354643	2010	103217340	1.25	40	2.7	22	14	F
2354643	2010	110999123	1.77	25	27.700001	44	19	F
2354644	2005	34061159	1.9	44	18	48	17	F
2354644	2005	34061160	1.9	44	18	34	15	F
2354644	2005	34061161	1.4299999	44	18	21	19	F
2354644	2005	34061162	1.9	44	18	37	17	F
2354644	2005	34061163	1.9	44	18	42	17	F
2354644	2005	34875063	1.4299999	44	16	21	17	F
2354644	2005	68151214	1.4299999	44	16	46	13	F
2354644	2005	86472568	1.4299999	44	18	48	15	F
2354644	2005	104071853	1.4299999	44	17	21	17	F
2354644	2006	34061159	3.6900001	44	30	49	17	F
2354644	2006	34061160	1.74	44	30	35	15	F
2354644	2006	34061161	1.27	44	30	22	19	F
2354644	2006	34061162	1.73	44	30	38	17	F
2354644	2006	34061163	1.74	44	30	43	17	F
2354644	2006	34875063	1.27	44	28	22	17	F
2354644	2006	68151214	1.3099999	44	28	47	13	F
2354644	2006	86472568	1.27	44	30	49	15	F
2354644	2006	104071853	3.95	44	29	22	17	F
2354644	2007	34061159	1.8099999	44	42	50	19	F
2354644	2007	34061160	1.65	44	42	36	19	F
2354644	2007	34061161	1.21	44	42	23	19	F
2354644	2007	34061162	1.65	44	42	39	19	F
2354644	2007	34061163	1.65	44	42	44	19	F
2354644	2007	34875063	1.21	44	40	23	17	F
2354644	2007	61937554	1.21	44	24	42	15	F
2354644	2007	68151214	1.22	44	37	48	13	F
2354644	2007	98146608	1.21	44	11	50	19	F
2354644	2007	104071853	1.22	44	37	23	17	F
2354644	2008	34061159	1.61	44	54	51	19	F
2354644	2008	34061160	1.61	44	54	37	19	F
2354644	2008	34061161	1.15	44	54	24	19	F
2354644	2008	34061162	1.65	44	54	40	19	F
2354644	2008	34061163	1.61	44	54	45	19	F
2354644	2008	34875063	1.15	44	52	24	17	F
2354644	2008	61937554	0	44	36	43	15	F
2354644	2009	34061159	1.4400001	44	66	52	19	F
2354644	2009	34061160	1.42	44	66	38	19	F
2354644	2009	34061161	1.0599999	44	66	25	19	F
2354644	2009	34061162	1.48	44	66	41	19	F
2354644	2009	34061163	1.4400001	44	66	46	19	F
2354644	2010	34061159	1.51	44	78	53	19	F
2354644	2010	34061160	1.4299999	44	78	39	19	F
2354644	2010	34061161	1.11	44	78	26	19	F
2354644	2010	34061162	1.55	44	78	42	19	F
2354644	2010	34061163	1.51	44	78	47	19	F
2354645	2005	34061164	3.77	44	123	39	15	M
2354645	2005	34061165	1.83	44	122	29	17	M
2354645	2005	34061167	1.83	44	73	25	17	M
2354645	2005	34625494	3.1900001	44	16	20	17	M
2354645	2005	36260284	2.9300001	44	103	44	17	M
2354645	2005	38048685	5.02	44	69	27	17	M
2354645	2005	42305412	2.9300001	44	18.5	19	16	M
2354645	2005	42746242	6.1300001	44	109.9	40	15	M
2354645	2005	43607277	2.8	44	40	33	15	M
2354645	2005	43677652	5.9899998	44	90.800003	63	17	M
2354645	2005	43677690	5.1700001	44	135	50	16	M
2354645	2005	43677705	5.8499999	44	17	52	17	M
2354645	2005	43677782	5.8000002	44	120	46	15	M
2354645	2005	43677940	5.9299998	44	25	38	17	M
2354645	2005	43678001	3.52	44	57	35	17	M
2354645	2005	43678043	5.02	44	131	34	15	M
2354645	2005	44043277	6.1799998	44	137	55	15	M
2354645	2005	47003492	5.2600002	44	77	51	17	M
2354645	2005	54490902	5.98	2	60.400002	51	14	M
2354645	2005	64488192	6.6799998	44	127	60	15	M
2354645	2005	66410096	4.4899998	44	25.200001	28	13	M
2354645	2005	100501106	2.9300001	44	123	32	17	M
2354645	2005	107266634	3.0699999	44	18	20	17	M
2354645	2006	34061164	4.1799998	44	135	40	15	M
2354645	2006	34061165	1.67	44	134	30	17	M
2354645	2006	34061167	1.62	44	85	26	17	M
2354645	2006	34625494	3.01	44	22	21	17	M
2354645	2006	42746242	6.1399999	44	121.9	41	15	M
2354645	2006	43677690	4.7399998	44	147	51	16	M
2354645	2006	43677705	6.7199998	44	29	53	17	M
2354645	2006	43677940	5.71	44	37	39	17	M
2354645	2006	44043277	5.5	44	144	56	15	M
2354645	2006	47529840	4.8200002	44	16	29	13	M
2354645	2006	64488192	5.46	44	131	59	15	M
2354645	2006	109800812	1.8099999	44	40	21	15	M
2354645	2007	34061164	4.3400002	44	147	41	15	M
2354645	2007	34061165	1.61	44	145	31	19	M
2354645	2007	34061167	1.59	44	97	27	19	M
2354645	2007	34061168	1.87	44	19	20	16	M
2354645	2007	54784196	1.76	44	123.6	29	16	M
2354645	2007	109800812	2.1900001	44	52	22	15	M
2354645	2008	34061164	4.3499999	44	159	42	15	M
2354645	2008	34061165	1.5599999	44	151	32	19	M
2354645	2008	34061167	1.6	44	109	28	19	M
2354645	2008	34061168	2.1500001	44	31	21	16	M
2354645	2008	38239058	1.87	44	85	28	16	M
2354645	2008	109800812	2.4000001	44	64	23	15	M
2354645	2009	34061164	3.8599999	44	171	43	15	M
2354645	2009	34061165	1.55	44	163	33	19	M
2354645	2009	34061166	1.71	44	36	31	17	M
2354645	2009	34061167	1.55	44	121	29	19	M
2354645	2009	34061168	2.0599999	44	43	22	16	M
2354645	2009	44399952	1.37	44	80	49	16	M
2354645	2009	44399953	1.37	44	110	42	17	M
2354645	2009	44399954	1.64	44	96	32	17	M
2354645	2009	109800812	2.22	44	76	24	15	M
2354645	2010	34061164	4.2199998	44	183	44	15	M
2354645	2010	34061165	2.5	44	175	34	19	M
2354645	2010	34061166	1.76	44	44	32	17	M
2354645	2010	34061167	2.5999999	44	133	30	19	M
2354645	2010	34061168	2.1700001	44	55	23	16	M
2354645	2010	44399952	1.54	44	85	50	16	M
2354645	2010	44399953	1.54	44	115	43	17	M
2354645	2010	44399954	2.99	44	103	33	17	M
2354645	2010	52906596	2.26	44	8	18	17	M
2354645	2010	53842571	1.7	44	11	17	16	M
2354645	2010	107823392	1.86	44	1	18	16	M
2354645	2010	109800812	2.4200001	44	88	25	15	M
2354646	2005	31640832	1.22	44	32	59	17	F
2354646	2005	34061169	2.28	44	103	40	17	M
2354646	2005	40240622	1.15	44	11	19	16	M
2354646	2006	31640832	1.13	44	44	60	17	F
2354646	2006	40240622	1.13	44	23	20	16	M
2354646	2007	31640832	1.0700001	44	56	61	17	F
2354646	2007	34061169	1.52	44	113	42	19	M
2354646	2007	40240622	1.0700001	44	35	21	16	M
2354646	2008	31640832	.86000001	44	58	62	17	F
2354646	2008	34061169	1.79	44	125	43	19	M
2354646	2008	40240622	1.09	44	46.5	22	16	M
2354646	2009	34061169	2.1300001	44	137	44	19	M
2354646	2009	34061170	1.41	44	45	37	17	M
2354646	2010	34061169	1.61	44	149	45	19	M
2354646	2010	34061170	1.49	44	57	38	17	M
2354646	2010	106408297	1.38	44	94.099998	57	15	M
2354646	2010	106920140	1.17	44	37	23	16	F
2354647	2005	34061171	1.77	44	117	35	13	F
2354647	2005	44737213	1.72	44	90	43	15	F
2354647	2005	66934774	5.1199999	44	11	47	13	F
2354647	2006	34061171	1.59	44	129	36	13	F
2354647	2006	44737213	1.53	44	102	44	15	F
2354647	2007	34061171	1.4400001	44	141	37	13	F
2354647	2007	44737213	1.46	44	114	45	15	F
2354647	2008	34061171	1.45	44	153	38	13	F
2354647	2008	44737213	.94999999	44	116	46	15	F
2354647	2009	34061171	1.39	44	165	39	13	F
2354647	2010	34061171	1.3200001	44	177	40	13	F
2354648	2005	34061172	2.3299999	44	133	39	15	M
2354648	2005	34061172	2.6600001	44	133	39	15	M
2354648	2006	34061172	2.25	44	145	40	15	M
2354648	2007	34061172	2.22	44	157	41	15	M
2354648	2008	34061172	2.1900001	44	169	42	15	M
2354648	2009	34061172	2.1400001	44	181	43	15	M
2354648	2010	34061172	2.0699999	44	193	44	15	M
2354652	2005	34061184	1.9299999	44	49	48	15	M
2354652	2005	34061186	2.05	44	48	24	15	M
2354652	2005	35121741	2.1199999	44	6	19	17	F
2354652	2005	44399956	2.1500001	44	22	20	17	F
2354652	2005	46666973	2.26	44	63	24	17	F
2354652	2006	34061184	1.8099999	44	61	49	15	M
2354652	2006	34061185	1.77	44	24	34	15	F
2354652	2006	34061186	2.1199999	44	60	25	15	M
2354652	2006	35121741	2.1199999	44	18	20	17	F
2354652	2006	44399956	1.91	44	34	21	17	F
2354652	2007	34061184	1.78	44	73	50	15	M
2354652	2007	34061185	1.73	44	36	35	16	F
2354652	2007	34061186	2.0799999	44	72	26	16	M
2354652	2007	36608317	3.23	44	132	28	15	M
2354652	2007	37955076	6.25	44	136.2	39	17	M
2354652	2007	39008969	5.5999999	44	109.3	31	17	M
2354652	2007	41408492	5.8899999	44	61	41	17	M
2354652	2007	43128763	5.1500001	44	117.2	49	17	M
2354652	2007	44399956	1.92	44	46	22	17	F
2354652	2007	46324144	5.8200002	44	98.300003	60	17	M
2354652	2007	46324147	6.02	44	119.9	51	17	M
2354652	2007	46324150	5.5500002	44	53.599998	48	17	M
2354652	2007	46324153	5.77	44	86	45	17	M
2354652	2007	46324154	5.5700002	44	72.699997	41	17	M
2354652	2007	46324155	5.6900001	44	96.800003	41	17	M
2354652	2007	46324168	6.48	44	107.8	36	17	M
2354652	2007	46324170	6.7399998	44	69	31	17	M
2354652	2007	46324187	3.01	44	8	36	17	M
2354652	2007	46736403	5.54	44	112.4	38	17	M
2354652	2007	53081853	5.8200002	44	156.60001	59	17	M
2354652	2007	53081869	7.29	44	83	29	17	M
2354652	2007	53081874	3.01	44	36	37	17	M
2354652	2007	54607139	5.4699998	44	99.5	37	17	M
2354652	2007	60222979	6.4200001	44	90.900002	46	17	M
2354652	2007	106031804	5.6500001	44	55	52	17	M
2354652	2008	34061184	1.74	44	85	51	15	M
2354652	2008	34061185	1.74	44	48	36	16	F
2354652	2008	34061186	2.0599999	44	84	27	16	M
2354652	2008	44399956	1.88	44	58	23	17	F
2354652	2009	34061184	1.67	44	97	52	15	M
2354652	2009	34061185	1.86	44	60	37	16	F
2354652	2009	34061186	1.98	44	96	28	16	M
2354652	2009	44399956	3.78	44	61	24	17	F
2354652	2010	34061184	1.62	44	109	53	15	M
2354652	2010	34061185	1.76	44	63	38	16	F
2354652	2010	34061186	1.92	44	108	29	16	M
2354652	2010	45222196	1.88	44	107	31	17	F
2354652	2010	46865925	1.76	44	54	26	17	F
2354653	2009	34061187	1.61	44	11	23	16	M
2354653	2010	34061187	1.87	44	23	24	16	M
2354653	2010	53842573	1.96	44	2	18	18	F
2354654	2009	34061188	2.3599999	44	45	50	17	M
2354654	2009	34061189	2.1199999	44	38.400002	26	17	M
2354654	2010	34061188	2.1500001	44	53	51	17	M
2354654	2010	34061189	2.1500001	44	50.400002	27	17	M
2354654	2010	35023115	1.96	44	170	48	17	M
2354656	2005	34061192	6.4000001	44	126	44	17	F
2354656	2005	34061194	1.9	44	23	20	17	F
2354656	2005	106982849	5.4099998	44	52	20	16	M
2354656	2006	34061192	6.27	44	138	45	17	F
2354656	2006	34061193	9.1999998	44	67	26	19	F
2354656	2006	34061194	2.3	44	35	21	17	F
2354656	2006	45671038	1.62	44	46	19	17	M
2354656	2006	71248362	1.62	44	3	57	14	F
2354656	2006	87004371	1.5599999	44	5	17	16	M
2354656	2007	34061192	6.1199999	44	150	46	17	F
2354656	2007	34061193	12.54	44	79	27	19	F
2354656	2007	34061194	2.5899999	44	47	22	17	F
2354656	2007	34061195	1.5700001	44	51	30	17	F
2354656	2007	34061197	1.54	44	28.5	17	16	M
2354656	2007	45671038	1.58	44	50	20	17	M
2354656	2007	71248362	1.55	44	12	58	14	F
2354656	2008	34061192	6.0900002	44	162	47	17	F
2354656	2008	34061193	13.89	44	91	28	19	F
2354656	2008	34061194	2.8	44	59	23	17	F
2354656	2008	34061195	1.52	44	63	31	17	F
2354656	2008	34061197	1.66	44	40.5	18	16	M
2354656	2009	34061192	8.6800003	44	174	48	17	F
2354656	2009	34061193	13.75	44	103	29	19	F
2354656	2009	34061194	2.77	44	71	24	17	F
2354656	2009	34061195	2	44	75	32	17	F
2354656	2009	34061196	1.78	44	13.4	18	17	F
2354656	2009	34061197	2.1199999	44	52.5	19	16	M
2354656	2010	34061192	9.2600002	44	186	49	17	F
2354656	2010	34061193	14.77	44	115	30	19	F
2354656	2010	34061194	2.6400001	44	83	25	17	F
2354656	2010	34061195	2.03	44	87	33	17	F
2354656	2010	34061196	1.96	44	20.4	19	17	F
2354656	2010	34061197	2.1900001	44	64.5	20	16	M
2354657	2005	5399730	2.8	44	98.699997	38	17	F
2354657	2005	21587559	2.0899999	44	86	36	17	M
2354657	2005	34061199	2.28	44	103.4	46	17	M
2354657	2005	34061200	2.5799999	44	69	38	17	M
2354657	2005	34061201	2	44	107	41	17	M
2354657	2005	34061203	2.1400001	44	103.1	35	17	M
2354657	2005	34061204	2.22	44	97	34	17	M
2354657	2005	34061205	2.27	44	56	31	17	M
2354657	2005	34061206	3.3099999	44	114	30	17	M
2354657	2005	34061208	2.03	44	55.5	24	17	F
2354657	2005	34061210	2.1099999	44	39	33	17	M
2354657	2005	36713443	3.28	44	109	31	17	M
2354657	2005	36713451	2.77	44	63	25	17	F
2354657	2005	36713452	1.55	44	52.5	23	17	F
2354657	2005	36970596	1.89	44	33	25	17	F
2354657	2005	41233775	2.0899999	44	62	25	17	F
2354657	2005	41292233	2.6600001	44	89.400002	33	17	F
2354657	2005	44124767	2.01	44	71	39	17	M
2354657	2005	45624864	9.6999998	44	96.5	36	17	M
2354657	2005	45781762	2.1300001	44	57	36	17	M
2354657	2005	54419436	1.5599999	44	81	27	17	F
2354657	2005	54731891	1.4	44	40.799999	31	17	F
2354657	2005	74127518	3.3499999	44	72	37	17	M
2354657	2005	107909757	2.5899999	44	72	40	17	F
2354657	2005	108127206	2.6199999	44	58	39	17	F
2354657	2006	21587559	1.79	44	97	37	17	M
2354657	2006	34061199	2.95	44	115.4	47	17	M
2354657	2006	34061200	2.8399999	44	81	39	17	M
2354657	2006	34061201	2.77	44	119	42	17	M
2354657	2006	34061203	1.8200001	44	115.1	36	17	M
2354657	2006	34061204	2.8499999	44	109	35	17	M
2354657	2006	34061205	2.4100001	44	68	32	17	M
2354657	2006	34061206	2.9100001	44	126	31	17	M
2354657	2006	34061207	1.8	44	69.5	34	19	F
2354657	2006	34061208	1.77	44	67.5	25	17	F
2354657	2006	34061209	1.14	44	66	23	17	F
2354657	2006	34061210	1.78	44	51	34	17	M
2354657	2006	36713443	2.5899999	44	121	32	17	M
2354657	2006	36713451	2.3599999	44	75	26	17	F
2354657	2006	36713452	2.2	44	64.5	24	17	F
2354657	2006	37392475	1.71	44	88	34	18	M
2354657	2006	37893424	1.14	44	32	23	17	F
2354657	2006	44124767	2.3099999	44	83	40	17	M
2354657	2006	44399957	1.71	44	57	40	17	M
2354657	2006	44399958	1.71	44	14.9	30	17	F
2354657	2006	45781762	1.88	44	69	37	17	M
2354657	2006	46820193	1.37	44	9	19	18	F
2354657	2006	54580089	1.14	44	9	28	18	F
2354657	2006	74127518	3.02	44	84	38	17	M
2354657	2006	86995357	2.28	44	6	22	18	M
2354657	2006	107909757	2.1600001	44	81	41	17	F
2354657	2006	108127206	2.3800001	44	70	40	17	F
2354657	2007	34061199	3.54	44	127.4	48	17	M
2354657	2007	34061200	2.8499999	44	93	40	17	M
2354657	2007	34061201	2.9400001	44	131	43	17	M
2354657	2007	34061203	1.27	44	127.1	37	17	M
2354657	2007	34061204	3.1300001	44	121	36	17	M
2354657	2007	34061205	2.54	44	80	33	17	M
2354657	2007	34061206	2.5	44	138	32	17	M
2354657	2007	34061207	1.99	44	81.5	35	19	F
2354657	2007	34061208	1.92	44	79.5	26	17	F
2354657	2007	34061209	1.17	44	78	24	17	F
2354657	2007	34061210	1.6799999	44	63	35	17	M
2354657	2007	36713443	2.45	44	133	33	17	M
2354657	2007	36713451	2.3399999	44	87	27	17	F
2354657	2007	36713452	2.5699999	44	70.5	25	17	F
2354657	2007	44124767	2.1199999	44	93	41	17	M
2354657	2007	44399957	1.7	44	69	41	17	M
2354657	2007	44399958	1.71	44	26.9	31	17	F
2354657	2007	45781762	1.98	44	81	38	17	M
2354657	2007	46820193	1.71	44	14	20	18	F
2354657	2007	54580089	1.1799999	44	21	29	18	F
2354657	2007	74127518	3.0799999	44	88	39	17	M
2354657	2007	107909757	2.1300001	44	93	42	17	F
2354657	2007	108127206	2.25	44	82	41	17	F
2354657	2008	34061198	0	44	36	59	17	M
2354657	2008	34061199	3.3900001	44	139.39999	49	17	M
2354657	2008	34061200	2.79	44	105	41	17	M
2354657	2008	34061201	2.79	44	143	44	17	M
2354657	2008	34061202	0	44	101	40	17	M
2354657	2008	34061203	1.25	44	139.10001	38	17	M
2354657	2008	34061204	2.6800001	44	133	37	17	M
2354657	2008	34061205	2.8599999	44	92	34	17	M
2354657	2008	34061206	2.45	44	150	33	17	M
2354657	2008	34061207	1.9299999	44	93.5	36	19	F
2354657	2008	34061208	1.85	44	91.5	27	17	F
2354657	2008	34061209	1.13	44	90	25	17	F
2354657	2008	34061210	1.63	44	75	36	17	M
2354657	2008	36713435	2.22	44	45	42	17	F
2354657	2008	36713443	2.3199999	44	137	34	17	M
2354657	2008	36713451	2.26	44	92	28	17	F
2354657	2008	44399957	1.62	44	81	42	17	M
2354657	2008	44399958	2.0799999	44	38.900002	32	17	F
2354657	2008	45781762	1.7	44	91	39	17	M
2354657	2008	54580089	1.16	44	24	30	18	F
2354657	2008	107909757	2.0999999	44	105	43	17	F
2354657	2009	34061198	0	44	48	60	15	M
2354657	2009	34061199	3.24	44	151.39999	50	17	M
2354657	2009	34061200	2.76	44	117	42	17	M
2354657	2009	34061201	2.6800001	44	155	45	17	M
2354657	2009	34061202	0	44	113	41	15	M
2354657	2009	34061203	1.34	44	151.10001	39	17	M
2354657	2009	34061204	1.9299999	44	145	38	14	M
2354657	2009	34061205	2.76	44	104	35	16	M
2354657	2009	34061206	2.3199999	44	162	34	17	M
2354657	2009	34061207	2.0899999	44	105.5	37	19	F
2354657	2009	34061208	1.96	44	103.5	28	17	F
2354657	2009	34061209	1.16	44	102	26	17	F
2354657	2009	34061210	1.59	44	87	37	16	M
2354657	2009	44399957	1.61	44	89	43	17	M
2354657	2009	44399958	1.99	44	46.900002	33	17	F
2354657	2009	107909757	2.1300001	44	117	44	17	F
2354657	2010	34061198	0	44	60	61	15	M
2354657	2010	34061199	3.4300001	44	163.39999	51	17	M
2354657	2010	34061200	2.6700001	44	129	43	17	M
2354657	2010	34061201	2.6700001	44	167	46	17	M
2354657	2010	34061202	0	44	125	42	15	M
2354657	2010	34061203	1.64	44	163.10001	40	17	M
2354657	2010	34061204	1.92	44	157	39	14	M
2354657	2010	34061205	1.87	44	116	36	16	M
2354657	2010	34061206	2.55	44	174	35	15	M
2354657	2010	34061207	3.22	44	117.5	38	17	F
2354657	2010	34061208	3.22	44	115.5	29	18	F
2354657	2010	34061209	1.21	44	114	27	17	F
2354657	2010	34061210	1.77	44	99	38	17	M
2354657	2010	107909757	2.1900001	44	124	45	17	F
2354660	2005	34061279	2.76	44	47	33	19	F
2354660	2006	34061279	2.49	44	59	34	19	F
2354660	2007	34061279	2.27	44	71	35	19	F
2354660	2008	34061279	2.1800001	44	83	36	19	F
2354660	2009	34061279	2.0599999	44	95	37	19	F
2354660	2010	34061279	1.99	44	107	38	19	F
2354662	2007	34061281	1.75	44	27	31	15	M
2354662	2007	66916784	1.71	44	12	62	12	M
2354662	2007	104812684	1.71	44	83	36	15	M
2354662	2008	34061281	1.65	44	39	32	15	M
2354662	2008	66916784	1.65	44	23	63	12	M
2354662	2008	104824475	1.88	44	65	37	15	M
2354662	2009	34061281	1.77	44	51	33	15	M
2354662	2010	34061281	1.54	44	62	34	17	M
2354664	2005	34061284	2.2	22	9	52	17	F
2354664	2005	34061285	1.41	44	58	42	12	F
2354664	2005	34061286	1	25	25.700001	51	14	F
2354664	2005	34061287	1.8	44	57.700001	35	17	F
2354664	2005	34061289	1.8099999	44	39	30	17	F
2354664	2005	34061294	1.98	44	71	47	15	F
2354664	2005	34061297	1.96	44	48	26	17	F
2354664	2005	35277781	2.1700001	22	9	25	17	F
2354664	2005	79481356	1.41	44	128	50	12	F
2354664	2005	82773361	.76999998	6	44	26	19	M
2354664	2006	34061283	1.91	44	92	60	17	F
2354664	2006	34061284	1.91	44	21	53	17	F
2354664	2006	34061285	1.23	44	70	43	15	F
2354664	2006	34061286	1	20	31.200001	52	15	F
